id,section,reporting_category,content_domain,topic_group,atomic_topic_zh,atomic_topic_en,title,strategy_name,video_url,cover_url
APMCS-APSTAT-020,AP Statistics,Interpret Results,Statistics,Unit 3: Inference for Categorical Data—Proportions,卡方同质性与独立性检验,Chi-square test of independence vs homogeneity,Select Correct Chi-square Test and Conclude Association,Two-way test switch,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-020/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-020/cover.png
APMCS-APSTAT-021,AP Statistics,Formulate Questions,Statistics,Unit 3: Inference for Categorical Data—Proportions,第一二类错误、功效与显著性,"Type I and II errors, power, and significance",Compare p Value to Alpha and Estimate Power,Alpha–beta–power,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-021/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-021/cover.png
APMCS-APSTAT-022,AP Statistics,Collect Data,Statistics,Unit 4: Inference for Quantitative Data—Means,单样本t置信区间,One-sample t confidence interval for a mean,Check Conditions then Form t Interval for Mean,SE plus t-star,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-022/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-022/cover.png
APMCS-APSTAT-023,AP Statistics,Analyze Data,Statistics,Unit 4: Inference for Quantitative Data—Means,单样本t检验,One-sample t test for a mean,Test One Mean and Conclude in Context,Standardize then tail,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-023/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-023/cover.png
APMCS-APSTAT-024,AP Statistics,Interpret Results,Statistics,Unit 4: Inference for Quantitative Data—Means,配对数据推断,Paired Data Inference,Subtract Within Pairs to Test Mean Change,Difference-then-t,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-024/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-024/cover.png
APMCS-APSTAT-025,AP Statistics,Formulate Questions,Statistics,Unit 4: Inference for Quantitative Data—Means,双样本t置信区间,Two-sample t confidence interval for mean difference,Construct Welch t Interval for Mean Difference,Welch interval build,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-025/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-025/cover.png
APMCS-APSTAT-026,AP Statistics,Collect Data,Statistics,Unit 4: Inference for Quantitative Data—Means,双样本t检验,Two-Sample t Tests,Test Two Means with Welch t,State-Check-Compute,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-026/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-026/cover.png
APMCS-APSTAT-027,AP Statistics,Analyze Data,Statistics,Unit 4: Inference for Quantitative Data—Means,t方法的条件与稳健性,Conditions and Robustness for t Procedures,Confirm t Conditions to Compute Mean Interval,Randomness-Shape-Independence,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-027/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-027/cover.png
APMCS-APSTAT-028,AP Statistics,Interpret Results,Statistics,Unit 4: Inference for Quantitative Data—Means,置信度、p值与结论解释,"Interpreting confidence, p-values, and conclusions",Translate p-values and confidence intervals into conclusions,Name-Value-Meaning,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-028/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-028/cover.png
APMCS-APSTAT-029,AP Statistics,Formulate Questions,Statistics,Unit 5: Regression Analysis,散点图与相关,Scatterplots and Correlation,Scan Direction and Form to Judge Correlation,Direction-form-scan,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-029/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-029/cover.png
APMCS-APSTAT-030,AP Statistics,Collect Data,Statistics,Unit 5: Regression Analysis,最小二乘回归,Least-squares line: slope and intercept in context,Compute Slope and Intercept for Prediction Equation,Slope-then-intercept,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-030/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-030/cover.png
APMCS-APSTAT-031,AP Statistics,Analyze Data,Statistics,Unit 5: Regression Analysis,残差与决定系数,Residuals and Coefficient of Determination,Compute Residuals to Assess Model Fit,Predict–Compare–Explain,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-031/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-031/cover.png
APMCS-APSTAT-032,AP Statistics,Interpret Results,Statistics,Unit 5: Regression Analysis,影响点与外推,Influential Points and Extrapolation,Compare Fits to Judge Influence and Extrapolation,Remove-and-Range,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-032/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-032/cover.png
APMCS-APSTAT-033,AP Statistics,Formulate Questions,Statistics,Unit 5: Regression Analysis,变换与非线性模式,Transformations and Nonlinear Patterns,Transform Data to Linearize Exponential or Power Relationships,Transform then interpret,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-033/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-033/cover.png
APMCS-APSTAT-034,AP Statistics,Collect Data,Statistics,Unit 5: Regression Analysis,回归斜率推断,Inference for Regression Slope,Check Conditions and Construct Slope Interval,t-slope playbook,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-034/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-034/cover.png
APMCS-APSTAT-035,AP Statistics,Analyze Data,Statistics,Unit 5: Regression Analysis,关联、因果与模型局限,"Association, causation, and model limits in regression",Diagnose Regression to Judge Causation and Limits,ACE the model,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-035/lesson.html,https://solve-now.s3.us-west-2.amazonaws.com/ap/math-computer-science/atomic-videos/APMCS-APSTAT-035/cover.png
