questionId,questionText,answer,pictureKey,section,contentDomain,officialSkill,teachingTopic,explanation,difficulty,sourceType,sourceUrl
SAT-ORG-GAP-0803,"What is the midpoint of the segment with endpoints (1, 4) and (9, 12)?
A) (8, 8)
B) (10, 16)
C) (5, 8)
D) (6, 9)",C,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,C is correct. Average the x-coordinates and the y-coordinates separately.,Medium,Original-GapFill,
SAT-ORG-GAP-0804,"What is the slope of the line through (2, 5) and (7, 25)?
A) 1/4
B) 20
C) 5
D) 4",D,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,D is correct. Slope equals change in y divided by change in x.,Hard,Original-GapFill,
SAT-ORG-GAP-0805,"What is the distance between (3, 6) and (7, 9)?
A) 5
B) 7
C) 1
D) 25",A,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,"A is correct. The coordinate differences are 4 and 3, forming a 3-4-5 right triangle.",Easy,Original-GapFill,
SAT-ORG-GAP-0806,"What is the midpoint of the segment with endpoints (4, 2) and (10, 10)?
A) (6, 8)
B) (7, 6)
C) (14, 12)
D) (8, 7)",B,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,B is correct. Average the x-coordinates and the y-coordinates separately.,Medium,Original-GapFill,
SAT-ORG-GAP-0807,"What is the slope of the line through (5, 3) and (9, 11)?
A) 1/2
B) 8
C) 2
D) 4",C,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,C is correct. Slope equals change in y divided by change in x.,Hard,Original-GapFill,
SAT-ORG-GAP-0808,"What is the distance between (6, 4) and (10, 7)?
A) 7
B) 1
C) 25
D) 5",D,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,"D is correct. The coordinate differences are 4 and 3, forming a 3-4-5 right triangle.",Easy,Original-GapFill,
SAT-ORG-GAP-0809,"What is the midpoint of the segment with endpoints (0, 5) and (4, 13)?
A) (2, 9)
B) (4, 8)
C) (4, 18)
D) (3, 10)",A,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,A is correct. Average the x-coordinates and the y-coordinates separately.,Medium,Original-GapFill,
SAT-ORG-GAP-0810,"What is the slope of the line through (1, 6) and (4, 21)?
A) 1/5
B) 5
C) 15
D) 3",B,,Math,Geometry and Trigonometry,"Lines, Angles, and Triangles",坐标几何中的距离、中点和斜率,B is correct. Slope equals change in y divided by change in x.,Hard,Original-GapFill,
SAT-QB-13d9a1c3,"In the right triangle shown above, what is the length of PQ?",4,https://img.justsolvely.com/followUpImage/19053f9a-dc75-4b46-bf9f-889a4f663d51-1786365958386-788.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-1429dcdf,"Note: Figure not drawn to scale. In the triangle shown, what is the value of sinx®?",16/23,https://img.justsolvely.com/followUpImage/c568b9a3-dc80-42a4-97f6-b026dbb0d9f3-1786365958885-729.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-145337bc,"In the triangle shown, what is the value of x?
A) 24
B) 45
C) 48
D) 69",A,https://img.justsolvely.com/followUpImage/a60cc0c8-d75e-44d3-9f6e-c2e825e6b42e-1786365956942-645.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 1.pdf
SAT-QB-25da87f8,"A triangle with angle measures 30°, 60°, and 90° has a perimeter of 18 + 6√3. What is the length of the longest side of the triangle?",12,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-36661021,"Note: Figure not drawn to scale. In the right triangle shown, which of the following is closest to the value of c?
A) 7.5
B) 10.8
C) 15
D) 58.5",B,https://img.justsolvely.com/followUpImage/80f9efed-019f-4821-8b2f-fc988f6e6e2a-1786365957276-635.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 1.pdf
SAT-QB-4c95c7d4,"A graphic designer is creating a logo for a company. The logo is shown in the figure above. The logo is in the shape of a trapezoid and consists of three congruent equilateral triangles. If the perimeter of the logo is 20 centimeters, what is the combined area of the shaded regions, in square centimeters, of the logo?
A) 2√3
B) 4√3
C) 8√3
D) 16",C,https://img.justsolvely.com/followUpImage/5bd35270-bc46-4ef8-8acb-2a45d6d20600-1786365959028-675.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-7c25b0dc,"The length of a rectangle's diagonal is 3v 17, and the length of the rectangle's shorter side is 3. What is the length of the rectangle's longer side?",12,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-9ec76b54,"A right triangle has legs with lengths of 28 centimeters and 20 centimeters. What is the length of this triangle's hypotenuse, in centimeters?
A) 8V6
B) 4V74
C) 48
D) 1,184",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-a5aee181,"The length of a rectangle's diagonal is 5I7, and the length of the rectangle's shorter side is 5. What is the length of the rectangle's longer side?
A) V17
B) 20
C) 15√2
D) 400",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-a71617d3,"Note: Figure not drawn to scale. In the triangle shown, what is the value of x?",45,https://img.justsolvely.com/followUpImage/4cdded13-7d29-4317-b5bb-e6197679b7ad-1786365958397-480.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-bf8d843e,"In ABC above, what is the length of AD?
A) 4
B) 6
C) 6√2
D) 6√3",B,https://img.justsolvely.com/followUpImage/4adb93ae-15d1-46e9-9419-6171b501fd6b-1786365957736-85.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-dba6a25a,"In the figure above, BD is parallel to AE What is the length of CE?",30,https://img.justsolvely.com/followUpImage/783c2143-bec0-4838-99b2-047497868ae5-1786365960254-127.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-de550be0,"Note: Figure not drawn to scale. For the triangle shown, which expression represents the value of a?
A) V212 - 62
B) 212 - 62
C) V21 - 6
D) 21 - 6",A,https://img.justsolvely.com/followUpImage/710267fc-238d-4efe-bf08-9110f16171eb-1786365957611-549.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-e6f2ace7,"Note: Figure not drawn to scale. The lengths of the legs of a right triangle are shown. Which of the following is closest to the length of the triangle's hypotenuse?
A) 3.2
C) 7.6
D) 20",C,https://img.justsolvely.com/followUpImage/73ced9e9-bc8b-4f2e-ad4f-327bf4c0389f-1786365956657-125.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 1.pdf
SAT-PT04-MATH-M1-Q09,"Right triangles PQR and STU are similar, where P corresponds to S. If the measure of angle Q is 18°, what is the measure of angle S? 
A) 18° 
B) 72° 
C) 82° 
D) 162°",B,https://img.justsolvely.com/followUpImage/28ebcb8f-fb72-4ba0-b4c4-426482f4607c-1786363321563-820.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT04-MATH-M1-Q22,"A right triangle has sides of length 2 2, 6 2, and 80 units. What is the area of the triangle, in square units? 
A) 8 2 + 80 
B) 12 
C) 24 80 
D) 24",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT06-MATH-M1-Q14,"3 5 Note: Figure not drawn to scale. The figure shows the lengths, in inches, of two sides of a right triangle. What is the area of the triangle, in square inches?",7.5; 15/2,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT06-MATH-M1-Q27,"In right triangle ABC, angle C is the right angle and BC = 162. Point D on side AB is connected by a line segment with point E on side AC such that line segment DE is parallel to side BC and CE = 2AE. What is the length of line segment DE?",54,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT06-MATH-M2-Q22,"In triangle ABC, angle B is a right angle. The length t__ of side AB is 10 37 and the length of side BC is t__ 24 37. What is the length of side AC? 
A) 14 t_3_7 
B) 26 t_3_7 
C) 34 t_3_7 t ~ - 
D) 34 · 37",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT06-MATH-M2-Q25,"In the xy-plane, a circle has center C with coordinates (h, k). Points A and B lie on the circle. Point A has coordinates h + 1, k + J1_02, and ACB is a right angle. What is the length of AB? J2_06 
A) 2J1_02 
B) 
C) 103 2j 
D) 103 3j",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT08-MATH-M1-Q09,"Right triangles LMN and PQR are similar, where L and M correspond to P and Q, respectively. Angle M has a measure of 53°. What is the measure of angle Q? 
A) 37° 
B) 53° 
C) 127° 
D) 143°",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT08-MATH-M2-Q05,"For the right triangle shown, a = 4 and b = 5. Which expression represents the value of c? 
A) 4 + 5 
B) (4)(5) 
C) 4 + 5 
D) 42 + 52",D,https://img.justsolvely.com/followUpImage/8b919bcc-b824-4698-b0d9-0293ed3a4778-1786363328286-577.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT09-MATH-M1-Q15,"One leg of a right triangle has a length of 43.2 millimeters. The hypotenuse of the triangle has a length of 196.8 millimeters. What is the length of the other leg of the triangle, in millimeters? 
A) 43.2 
B) 120 
C) 192 
D) 201.5",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT10-MATH-M1-Q21,"A right triangle has legs with lengths of 24 centimeters and 21 centimeters. If the length of this triangle’s hypotenuse, in centimeters, can be written in the form 3 d, where d is an integer, what is the value of d?",113,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-PT11-MATH-M2-Q13,"In the triangle shown, what is the value of x?",45,https://img.justsolvely.com/followUpImage/7e9df297-b338-41bb-ae8b-14dcf0335a48-1786363115578-245.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,,,Existing-Practice-Test,
SAT-ORG-GAP-0811,"A right triangle has legs of lengths 3 and 4. What is the length of the hypotenuse?
A) 7
B) 4
C) 5
D) 6",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,C is correct. The Pythagorean theorem gives c²=a²+b².,Easy,Original-GapFill,
SAT-ORG-GAP-0812,"A right triangle has legs of lengths 5 and 12. What is the length of the hypotenuse?
A) 17
B) 12
C) 14
D) 13",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,D is correct. The Pythagorean theorem gives c²=a²+b².,Medium,Original-GapFill,
SAT-ORG-GAP-0813,"A right triangle has legs of lengths 8 and 15. What is the length of the hypotenuse?
A) 17
B) 23
C) 16
D) 18",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,A is correct. The Pythagorean theorem gives c²=a²+b².,Hard,Original-GapFill,
SAT-ORG-GAP-0814,"A right triangle has legs of lengths 7 and 24. What is the length of the hypotenuse?
A) 31
B) 25
C) 24
D) 26",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,B is correct. The Pythagorean theorem gives c²=a²+b².,Easy,Original-GapFill,
SAT-ORG-GAP-0815,"A right triangle has legs of lengths 9 and 12. What is the length of the hypotenuse?
A) 21
B) 14
C) 15
D) 16",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,勾股定理与直角三角形边长,C is correct. The Pythagorean theorem gives c²=a²+b².,Medium,Original-GapFill,
SAT-QB-568d66a7,"An isosceles right triangle has a perimeter of 94 + 94√2 inches. What is the length, in inches, of one leg of this triangle?
A) 47
B) 47√2
C) 94
D) 94√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-58c26db8,"The perimeter of an isosceles right triangle is 18 + 18√2 inches. What is the length, in inches, of the hypotenuse of this triangle?
A) 9
B) 9√2
C) 18
D) 18√2",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-ffe862a3,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?
A) 29√2
B) 58√2
C) 58 + 58√2
D) 58 + 116√2",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-PT10-MATH-M2-Q27,"27 The perimeter of an equilateral triangle is 624 centimeters. The height of this triangle is k 3 centimeters, where k is a constant. What is the value of k?",104,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,,,Existing-Practice-Test,
SAT-ORG-GAP-0816,"A 45-45-90 triangle has a leg of length 2. What is the hypotenuse?
A) 4
B) 2√3
C) 1√2
D) 2√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Hard,Original-GapFill,
SAT-ORG-GAP-0817,"A 30-60-90 triangle has a shorter leg of length 3. What is the longer leg?
A) 3√3
B) 6
C) 3√2
D) 3/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Easy,Original-GapFill,
SAT-ORG-GAP-0818,"A 45-45-90 triangle has a leg of length 4. What is the hypotenuse?
A) 8
B) 4√2
C) 4√3
D) 2√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Medium,Original-GapFill,
SAT-ORG-GAP-0819,"A 30-60-90 triangle has a shorter leg of length 5. What is the longer leg?
A) 10
B) 5√2
C) 5√3
D) 5/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Hard,Original-GapFill,
SAT-ORG-GAP-0820,"A 45-45-90 triangle has a leg of length 6. What is the hypotenuse?
A) 12
B) 6√3
C) 3√2
D) 6√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Easy,Original-GapFill,
SAT-ORG-GAP-0821,"A 30-60-90 triangle has a shorter leg of length 7. What is the longer leg?
A) 7√3
B) 14
C) 7√2
D) 7/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Medium,Original-GapFill,
SAT-ORG-GAP-0822,"A 45-45-90 triangle has a leg of length 8. What is the hypotenuse?
A) 16
B) 8√2
C) 8√3
D) 4√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Hard,Original-GapFill,
SAT-ORG-GAP-0823,"A 30-60-90 triangle has a shorter leg of length 9. What is the longer leg?
A) 18
B) 9√2
C) 9√3
D) 9/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Easy,Original-GapFill,
SAT-ORG-GAP-0824,"A 45-45-90 triangle has a leg of length 10. What is the hypotenuse?
A) 20
B) 10√3
C) 5√2
D) 10√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Medium,Original-GapFill,
SAT-ORG-GAP-0825,"A 30-60-90 triangle has a shorter leg of length 11. What is the longer leg?
A) 11√3
B) 22
C) 11√2
D) 11/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Hard,Original-GapFill,
SAT-ORG-GAP-0826,"A 45-45-90 triangle has a leg of length 12. What is the hypotenuse?
A) 24
B) 12√2
C) 12√3
D) 6√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Easy,Original-GapFill,
SAT-ORG-GAP-0827,"A 30-60-90 triangle has a shorter leg of length 13. What is the longer leg?
A) 26
B) 13√2
C) 13√3
D) 13/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Medium,Original-GapFill,
SAT-ORG-GAP-0828,"A 45-45-90 triangle has a leg of length 14. What is the hypotenuse?
A) 28
B) 14√3
C) 7√2
D) 14√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Hard,Original-GapFill,
SAT-ORG-GAP-0829,"A 30-60-90 triangle has a shorter leg of length 15. What is the longer leg?
A) 15√3
B) 30
C) 15√2
D) 15/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Easy,Original-GapFill,
SAT-ORG-GAP-0830,"A 45-45-90 triangle has a leg of length 16. What is the hypotenuse?
A) 32
B) 16√2
C) 16√3
D) 8√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Medium,Original-GapFill,
SAT-ORG-GAP-0831,"A 30-60-90 triangle has a shorter leg of length 17. What is the longer leg?
A) 34
B) 17√2
C) 17√3
D) 17/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Hard,Original-GapFill,
SAT-ORG-GAP-0832,"A 45-45-90 triangle has a leg of length 18. What is the hypotenuse?
A) 36
B) 18√3
C) 9√2
D) 18√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Easy,Original-GapFill,
SAT-ORG-GAP-0833,"A 30-60-90 triangle has a shorter leg of length 19. What is the longer leg?
A) 19√3
B) 38
C) 19√2
D) 19/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Medium,Original-GapFill,
SAT-ORG-GAP-0834,"A 45-45-90 triangle has a leg of length 20. What is the hypotenuse?
A) 40
B) 20√2
C) 20√3
D) 10√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Hard,Original-GapFill,
SAT-ORG-GAP-0835,"A 30-60-90 triangle has a shorter leg of length 21. What is the longer leg?
A) 42
B) 21√2
C) 21√3
D) 21/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Easy,Original-GapFill,
SAT-ORG-GAP-0836,"A 45-45-90 triangle has a leg of length 22. What is the hypotenuse?
A) 44
B) 22√3
C) 11√2
D) 22√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Medium,Original-GapFill,
SAT-ORG-GAP-0837,"A 30-60-90 triangle has a shorter leg of length 23. What is the longer leg?
A) 23√3
B) 46
C) 23√2
D) 23/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Hard,Original-GapFill,
SAT-ORG-GAP-0838,"A 45-45-90 triangle has a leg of length 24. What is the hypotenuse?
A) 48
B) 24√2
C) 24√3
D) 12√2",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"B is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Easy,Original-GapFill,
SAT-ORG-GAP-0839,"A 30-60-90 triangle has a shorter leg of length 25. What is the longer leg?
A) 50
B) 25√2
C) 25√3
D) 25/2√3",C,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"C is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Medium,Original-GapFill,
SAT-ORG-GAP-0840,"A 45-45-90 triangle has a leg of length 26. What is the hypotenuse?
A) 52
B) 26√3
C) 13√2
D) 26√2",D,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"D is correct. In a 45-45-90 triangle, the hypotenuse is a leg times √2.",Hard,Original-GapFill,
SAT-ORG-GAP-0841,"A 30-60-90 triangle has a shorter leg of length 27. What is the longer leg?
A) 27√3
B) 54
C) 27√2
D) 27/2√3",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,30-60-90 与 45-45-90 特殊三角形,"A is correct. In a 30-60-90 triangle, side ratios are 1:√3:2.",Easy,Original-GapFill,
SAT-QB-0e709a29,"RS = 440 ST = 384 TR = 584 The side lengths of right triangle RST are given. Triangle RST is similar to triangle UVW, where S corresponds to V and T corresponds to W. What is the value of tan W? 48
A) 73 55
B) 73 0. 55 55
D) 48",D,https://img.justsolvely.com/followUpImage/6c69a8cd-1a71-4457-b5af-64f608e34fc2-1786365960391-890.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-14e7c1f4,"For two acute angles, <Q and <R, cos(Q) = sin(R). The measures, in degrees, of LQ and _R are x + 61 and 4x + 4, respectively. What is the value of x?
A) 5
B) 19
C) 23
D) 29",A,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-2be01bd9,"Triangle ABC is similar to triangle DEF, where angle A corresponds to angle D and angle C corresponds to angle F. Angles C and F are right angles. If tan(A) = 57, what is the value of tan(E)?",0.14,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-55bb437a,"3 tan B = In the figure above, 4. If BC = 15 and DA = 4, what is the length of DE?",6,https://img.justsolvely.com/followUpImage/aaae2f61-625a-4cf0-ba1b-08cba35a79a9-1786365959398-92.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 3.pdf
SAT-QB-5a7e3b46,"In AABC, LB is a right angle and the length of BC is 136 millimeters. If cos A = 5, what is the length, in millimeters, of AB?
A) 34
B) 102
C) 136
D) 170",B,,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
SAT-QB-659cb706,"Note: Figure not drawn to scale. Triangle XY Z shown is a right triangle. Which of the following has the same value as sin X?
A) tan X
B) tan Y
C) cos X
D) cos Y",D,https://img.justsolvely.com/followUpImage/b69a516b-e6ed-422a-a0b9-5fad15c34a0c-1786365958674-795.webp,Math,Geometry and Trigonometry,Right Triangles and Trigonometry,正弦、余弦和正切,,,Existing-Downloads,/Users/mac/Downloads/Math/Geometry and Trigonometry/Right Triangles and Trigonometry/Right Triangles and Trigonometry 2.pdf
